Open,High,Low,Volume
151.380005,151.759995,150.550003,2155800
110.440002,111.510002,110.400002,1361400
53.91,54.09,53.52,729000
77.021423,77.021423,76.352089,31100
31.58,32.57,31.549999,17136500
69.459999,69.730003,68.970001,2524900
49.389999,49.869999,49.25,2057300
52.419998,53.52,52.049999,19384200
79.800003,79.959999,79.540001,4975200
15.26,15.35,15.12,76113900
103.300003,103.709999,103.019997,4644800
87.269997,87.480003,86.370003,4111000
48.48,48.59,48.09,9944500
67.169998,67.169998,66.309998,910600
103.470001,103.720001,103.169998,3512400
1809.619995,1820,1801,486100
241.309998,244.550003,241.289993,1141400
55.200001,55.349998,54.650002,4612600
82.25,83.580002,82.099998,3875600
87.610001,87.93,86.610001,13490200
56.459999,57.779999,56.099998,37503600
36.709999,37.32,36.709999,24205600
47.099998,48.5,47.02,18536600
43.880001,44,43.59,3709200
83.220001,84.970001,82,72200
63.49345,64.006554,63.449783,1021700
77.379997,77.910004,77.290001,2235700
98.389999,98.419998,97.470001,5381700
44.003033,44.3442,43.775589,4717000
39.869999,40.139999,39.709999,1785300
44.400002,44.439999,44.080002,910900
158.399994,159.850006,157.880005,2240300
213399,214238,213380,100
119.93,120.160004,119.589996,2357000
83.540001,83.650002,82.470001,4301300
1512.280029,1529,1504.530029,426300
113.209999,114.519997,112.910004,1517100
23.780001,24.16,23.6,88300
86.809998,87.110001,86.190002,5414000
44.959999,45.07,44.34,1775500
101.699997,102.330002,101.43,2744100
211.509995,212.110001,211.169998,825300
140.199997,141.039993,139.509995,1355300
93.099998,94.459999,91,235600
41.639999,41.880001,41.48,4891300
51.830002,52.130001,50.889999,4208300
56.950001,57.189999,56.490002,13125000
94.989998,96.300003,94.900002,27557500
98.279999,98.300003,97.5,2892700
21.5,21.91,21.389999,24600
61.509998,61.580002,60.220001,8025000
70.459999,71.040001,70.440002,2505500
67.980003,68.540001,67.910004,5110200
75.449997,75.75,74.500999,3141000
41.630001,41.950001,41.41,28022000
28.24,28.389999,27.85,25391900
48.9175,49.6875,48.8675,12605200
52.84,53.279999,52.759998,791100
268.929993,269.149994,267.380005,701600
50,50.029999,49.689999,7684700
46,46.080002,45.790001,13622900
62.959999,62.990002,62.029999,25579900
44.310001,44.610001,43.650002,14251900
829.219971,840.849976,829.219971,1671500
128.279999,128.539993,127.029999,2963100
90.860001,90.989998,89.849998,5268700
66.959999,67.080002,66.620003,1716400
115.18,115.199997,114.589996,82800
107.699997,109.089996,107.260002,7262700
87.150002,87.290001,86.410004,1758600
113.669998,115.370003,113.660004,50222000
88.029999,88.910004,87.809998,8218000
29.9,30.219999,29.75,24502600
89.830002,90.669998,89.139999,7115200
41.369999,41.75,41.32,17504400
100.82,104,100.110001,288700
137.979996,138.660004,137.910004,202800
58.220001,58.360001,57.919998,1730200
153.279999,154.75,152.580002,2737900
75.059998,75.230003,74.040001,4941000
158.399994,159.639999,158.320007,2236500
85.889999,86.480003,85.550003,9212800
115.5,116.230003,115.309998,5828900
107.82,108.290001,107.550003,3422600
532.880005,547.109985,532.400024,2206500
143000,143146,142500,49600
59.32,60.07,59.189999,7966500
67.690002,67.989998,66.669998,78700
35.16,35.599998,34.990002,20764400
107.410004,107.75,106.550003,7674700
19.73,20.43,19.629999,2649600
29.209999,29.32,28.549999,2791000
88.610001,89.260002,88.580002,987100
22.940001,23.040001,22.700001,25888800
101.970001,103.620003,101.75,1541900
172.350006,173.880005,171.350006,1034600
1453.310059,1462.910034,1442.219971,740400
5.05,5.05,4.91,99000
722.349976,724.97998,714.210022,3425700
19.58,19.76,19.280001,339100
68.160004,68.389999,68.040001,1096600
63.66,66.160004,63.360001,142400
1459.01001,1481.780029,1455.310059,652500
65.650002,66.150002,65.599998,576000
69.457932,70.481056,69.161514,187200
106.599998,107.730003,105.860001,3068000
144.410004,145.070007,143.839996,3556800
180.149994,181.320007,179.880005,1904300
29.786171,29.888626,29.571951,6553800
64.260002,64.57,63.860001,2129700
17.48,17.52,17.35,63080800
40.52,40.82,40.419998,14218000
84.400002,84.400002,82.589996,10039400
29.370001,29.41,29.02,35887900
63.209999,63.73,63.18,7018800
71.610001,72.400002,71.32,1807700
92.029999,92.589996,91.160004,5150100
172006,174200,171750,600
17.4,17.5,17.299999,110000
60.330002,62.650002,57.02,475600
94.849998,95.389999,94.629997,9128400
86.129997,86.510002,85.230003,2105400
33.880001,34.02,33.029999,35222400
25.139999,25.309999,25.07,25703300
35.360001,35.470001,34.77,23257900
40.77,40.880001,40.34,2547300
88.43,88.650002,87.709999,7610600
17.48,17.68,17.370001,103611100
114.620003,118.400002,114.620003,6325600
59.672489,59.836243,59.355896,467800
79.620003,80.550003,79.620003,7599300
16.92,17.09,16.75,129800
113.370003,113.889999,112.709999,4468200
57.98,58.25,57.639999,2951900
89.220001,90.32,89.019997,3005000
45.777103,46.057621,45.435936,3467200
33.5,33.91,33.439999,16171500
23.139999,23.299999,22.639999,50037500
25.440001,25.440001,24.68,359100
99.510002,99.809998,99.07,7254700
177.169998,178.990005,176.139999,3421600
78.730003,79.949997,78.370003,6612800
100.949997,101.610001,100.370003,1991500
49.700001,49.860001,49.450001,4031100
33.07,33.52,33.060001,20367700
18.469999,18.549999,18.33,582900
39.650002,39.700001,39.259998,11227300
57.91,58.880001,57.91,17627800
109.099998,109.720001,108.400002,7461900
93.669998,94.110001,93.330002,133000
59.619999,59.91,59.220001,9600900
52.880001,53.389999,52.779999,15613000
29.01,29.17,28.93,24015800
209,209.240005,204.520004,1110300
25.549999,25.719999,25.459999,29671000
73.970001,74.059998,72.989998,3894200
317.339996,320.480011,314.5,1444100
67.059998,67.209999,66.720001,4341000
56.540001,56.880001,55.990002,17346700
53.029999,53.490002,52.880001,17093600
64.973465,65.428352,64.329041,4536900
212100,213080,210000,400
73.995636,74.039299,72.205238,826000
19.35,19.76,19.25,14185700
49.02,49.220001,48.810001,13877000
8.73,9.19,8.691,80000
126.139999,126.779999,125.760002,4961400
49.16,50.02,49.139999,1131400
47.17968,47.687641,47.11903,5560600
81.150002,81.379997,80.400002,1903400
116.68,116.900002,115.839996,262200
21.450001,21.6,21.34,11058800
90.690002,91.849998,90.510002,4473800
158100,158180,156080,48500
80.480003,80.5,79.480003,279800
42.91,43.080002,42.720001,2441100
48.580002,49.080002,48.509998,2027300
45.400002,46.689999,45.299999,23696700
86.519997,86.870003,86.389999,3107200
41.98,41.990002,41.529999,18445900
108.43,108.870003,107.5,7610600
80.919998,82.199997,80.699997,10350500
52.036999,52.202,51.68,7983000
23.290001,23.440001,23.16,36169000
44.869999,44.990002,44.599998,7059000
53.240002,53.580002,53.16,986500
65.300003,65.300003,64.503998,5860000
34.450001,34.599998,34.099998,37745500
38.52,38.549999,38.27,10605500
163.860001,164.119995,162.460007,1746600
199500,200260,197760,100
71.150002,71.550003,70.849998,1435500
99.339996,99.860001,99.080002,4288100
68.970001,69.050003,68.5,10197100
55,55.099998,54.52,1889600
219640,224000,219000,300
114.730003,116.419998,113.25,1197100
57.040001,57.220001,56.900002,340700
43.709999,44.580002,43.450001,18287700
89.519997,90.75,89.309998,4933700
76.800003,76.970001,76.150002,3652300
41.560001,41.619999,40.68,4253000
42.830002,42.950001,42.389999,6482200
8.35,8.41,8.13,122000
81.150002,81.309998,80.779999,1831700
19.91,20.045,19.815001,28505600
214411,214411,212360,200
68.639999,69.459999,68.550003,33400
44.869999,45.07,44.650002,10330700
34.970001,35.345001,34.82,20540600
87.639999,88.279999,87.480003,6646100
252.179993,253.779999,252.100006,900200
56.150002,58.360001,55.849998,10496000
18.5,18.51,18.16,1278400
49.889999,50.240002,49.41,5617300
38.139999,38.68,38.139999,6505700
10.15,10.35,10.07,362400
56.119999,56.290001,55.419998,23130200
79.169998,79.269997,78.519997,4813400
61.740002,63.259998,52.200001,378300
77.400002,80,76.599998,205900
51.049999,51.669998,50.77,18136400
24.690001,25,24.610001,20800
76.980003,77.650002,76.18,5609500
39.360001,39.470001,39.259998,2048800
17.280001,17.49,16.83,175139500
133.419998,135.970001,132.75,3497200
46.970001,47.279999,46.889999,14410200
91.739998,91.989998,91.010002,14276400
50.130001,50.130001,49,6628800
94.599998,94.900002,94.32,7567300
73.502655,73.912056,73.070511,4305700
42.790001,43.060001,42.66,1327900
40.700001,41.68,39.419998,80100
57.23,57.73,54.779999,10521100
45.68,46.439999,45.450001,4209000
69.940002,70.029999,69.510002,610200
72.860001,73.410004,72.43,72300
10.98,11.24,10.865,64300
9.76,9.95,9.69,55300
22.26,23.030001,22.26,293200
272.079987,273.26001,271.429993,614100
46,46.02,45.66,2334600
51.630001,51.799999,51.509998,1338700
14.07,14.14,13.84,764100
67.209999,67.779999,67.169998,824800
85.809998,86,85.5,4799800
70.040001,71.669998,69.059998,156500
94.940002,94.970001,93.690002,5202400
116.131226,116.757889,115.892494,2415900
138.720001,140.25,138.720001,3154500
69.480003,70.690002,69.260002,2409800
54.599998,54.790001,53.59,9830200
28.52,29.299999,28.379999,21593600
14.75,14.8,14.52,59900
70.220001,70.410004,69.379997,8304700
102.330002,102.650002,102.019997,7979600
87.239998,87.239998,85.860001,2582400
42.959999,43.279999,42.919998,3298600
42.759998,43.310001,42.490002,5465200
32.84,33,32.799999,14038900
30.785,30.940001,30.594999,12857400
32.299999,32.459999,32.189999,28354300
104.830002,105.169998,104.360001,696500
44.439999,44.509998,44.259998,708000
118.5,119.43,118.43,526100
68.199997,68.559998,66.699997,3312900
98.199997,98.389999,97.150002,9233900
34.799999,35.099998,34.66,18772000
14.43,14.57,14.25,128693600
39.805,40.220001,39.654999,15056800
87.599998,88.190002,87.199997,22696200
107.599998,108.910004,106.75,32779000
83.139999,83.839996,83.080002,6292100
50.650002,50.98,50.529999,5270300
72.779999,73.129997,72.620003,1767600
19.059999,19.09,18.74,192500
48.639999,48.799999,48.619999,427000
42.290001,42.470001,42.029999,28185200
89.459999,89.610001,89.18,4739100
80,80.330002,79.660004,484400
265000,266543,265000,200
56.150002,56.419998,54.400002,55200700
79.400002,79.480003,77.150002,22067800
378.117737,385.036774,377.833801,4171700
37.16,37.77,37.16,2363000
77.790001,78.910004,77.580002,7805000
42.299999,43.07,41.779999,8004100
15.15,15.15,15,10000
114.870003,115.099998,114.410004,5014600
71.610001,72.220001,71.459999,2926100
87.730797,87.730797,86.812851,36900
264680,266950,264500,300
28.99,29.370001,28.99,22572400
64.379997,64.730003,63.43,12195900
123.82,124.879997,123.239998,94500
27.639999,27.74,27.33,4956400
73.119438,73.119438,72.111908,51900
14.64,14.76,14.53,51100
85.290001,86.300003,85.290001,901200
64.559998,65.790001,64.139999,111400
51.84,52.310001,51.700001,17022400
113.839996,114.800003,113.309998,2978500
23.190001,23.42,22.99,101800
23.43,23.450001,23.280001,54590200
30.02,30.18,29.75,22028100
76.199997,76.300003,74.550003,6632200
66.330002,66.599998,65.800003,1839100
95.129997,95.919998,94.660004,10629500
10.32,10.32,10.14,39000
22.48,22.620001,22.450001,30917700
74.260002,74.790001,73.400002,6332400
81.130768,81.192307,80.092308,91900
75.93,77.330002,75.93,9952600
15.74,15.75,15.64,48803600
31.26,31.35,30.955,22309000
43.720001,43.75,42.959999,886700
33.41,33.48,32.689999,102904900
128.759995,129.240005,128.419998,1026400
14.54,14.6,14.34,67447100
103.309998,105.129997,103.309998,988000
68.040001,68.25,66.830002,12876600
58.720001,59.049999,58.669998,1064500
50.470001,50.98,50.439999,2181400
35.68,35.759998,35.259998,17175600
22.389999,22.57,22.370001,1413200
23.969999,24.299999,23.77,4211100
33.810001,34.23,33.650002,34849300
56.32,56.369999,55.93,13292000
28.879999,29.59,28.870001,67870800
46.110001,46.220001,45.599998,4090200
76.300003,76.300003,75.239998,2437400
41.32,41.75,41.189999,11970500
72.809998,73.620003,72.470001,30600
29.030001,29.33,28.99,31860200
67.620003,68.400002,67.589996,880600
101.889999,102.400002,101.660004,4634800
58.459999,58.759998,58.299999,465100
11.4,11.49,11.09,102400
100.790001,102.400002,100.639999,2169400
62.02,62.369999,61.68,5214100
20,20,19.719999,406900
98.019997,98.559998,97.800003,2640100
24.01,24.24,23.709999,4105200
151.850006,152.110001,148.860001,1292500
78.449997,78.449997,76.410004,29900
48.450001,48.619999,48.330002,15166400
17,17.049999,16.82,98700
330.910004,331.329987,319,4000400
152,153.190002,151.679993,800700
11.26,11.72,10.93,1546100
23.700001,23.73,23.42,33842000
118.349998,118.900002,117.360001,1381600
39.689999,40.27,39.580002,17153100
120.440002,121.57,119.32,1852200
96.849998,97.089996,95.739998,3179700
15.32,15.39,15.11,10169200
98.800003,99.269997,98.650002,9265000
35.830002,35.990002,35.669998,1106400
111.269997,114.559998,110.889999,8548700
118.129997,118.68,117.709999,13859200
111.800003,111.989998,109.919998,2016700
70.730003,70.800003,69.410004,2772400
115.650002,117.059998,115.580002,6392400
120.970001,122.989998,120.830002,1830900
84.940002,85.199997,83.07,11549600
86.269997,86.68,86.169998,8415600
206.949997,208.610001,206.320007,2817400
60.119999,60.119999,58.830002,895500
147.960007,148.380005,146.820007,1398400
27.48,27.5,27.129999,29726900
94.910004,99.309998,94.860001,16751600
53.330002,53.400002,52.619999,3178000
173.820007,176.919998,170.949997,2993400
28.940001,29.01,28.209999,61112300
22.780001,23.25,22.379999,4210200
17.5,17.5,16.700001,171800
85.010002,85.739998,84.650002,2131600
216580,216580,212950,200
27.165001,27.205,26.955,33381000
236.320007,238.699997,230.5,4797600
74.610001,75.779999,74.610001,3904800
265,270,264.200012,1499700
43.34,43.48,43.310001,639000
95.029999,95.059998,94.07,5619600
27.370001,27.370001,26.450001,449000
90.75,91.839996,89.610001,186500
105.059998,105.339996,104.18,3036000
12.18,12.61,12.18,292900
62.200001,62.327145,61.214287,67966500
132.139999,133.580002,132.100006,5440800
40.779999,40.84,40.73,693900
931.76001,941.97998,931.76001,1582600
45.919998,46.549999,45.73,12023000
159.630005,163.130005,159.630005,4168400
143.220001,143.350006,140.800003,3532100
2.86,3.28,2.7,1625000
47.849998,48.189999,47.779999,2084700
108.57,108.760002,106.18,2411900
21.629999,21.74,21.58,24571600
61.82,62.299999,61.720001,20198100
79.190002,79.849998,78.769997,78800
93.43,93.900002,93.260002,5488900
64.599998,64.669998,64.120003,1868900
60.98,61.259998,60.689999,1532800
77.772926,78.100433,77.30349,815200
59.23,59.240002,57.810001,896200
63.720001,63.98,63.060001,678500
80.410004,80.459999,79.199997,7574200
28.530001,31.18,28.450001,49000
58.310001,58.630001,58.169998,1055200
32.080002,32.16,31.9,16584100
67.779999,68.080002,67.540001,5618700
21.870001,22.4,21.870001,9010200
29.620001,29.74,29.33,38070800
16.450001,16.620001,16.25,110500
27.709999,27.950001,27.58,14495600
98.190002,99,98.190002,6663200
99.849998,100.650002,99,107700
27.959999,27.969999,27.4,1992100
18.299999,18.35,18.200001,5000
16,16.07,16,1100
79.5,80.120003,79.050003,7390900
39.424999,39.48,38.880001,3583800
130.850006,132.550003,130.759995,2086600
33.790001,34.240002,33.759998,16759800
63.373363,63.744541,63.209606,478900
29.26,29.450001,29.040001,4394900
29.627834,29.665091,29.413612,2562300
103.550003,103.889999,103.07,8037900
38.939999,38.990002,38.66,16239500
49.740002,50.080002,49.740002,13074700
64.43,64.620003,63.970001,209200
42.259998,42.43,42.049999,737200
59.942856,60.685715,59.75,70351400
127.07,127.650002,126.699997,3763300
84.480003,85.269997,84.379997,1175500
12.24,12.25,12.14,102626000
74.339996,74.970001,73.639999,5290000
70.454887,71.061409,70.310844,1997000
102.32,102.699997,101.339996,4362900
41.599998,41.75,41.470001,7666700
50.68,50.959999,50.5,6951600
86.129997,87.550003,86.07,3259000
88.339996,88.919998,88.209999,3372500
37.98,38.07,37.720001,3471300
103.330002,105.800003,103.139999,3996600
66.04808,66.406174,65.769562,1849400
46.610001,46.889999,46.59,471000
87.379997,87.529999,87.220001,2188300
44.849998,45.080002,44.810001,1114600
428,436.899994,428,4121400
21.690001,22.07,21.58,46291400
36.860001,36.869999,36.400002,3151500
16.860001,16.879999,16.620001,1200
190.529999,191.330002,189.830002,843200
60.363884,60.999706,60.109558,34700
86.849998,87.239998,86.300003,5986200
32.759998,32.93,31.83,34445700
47.740002,48.59,47.540001,3651900
13.39,13.39,13.17,147900
53.889999,54,52.869999,1137800
81.169998,81.440002,80.959999,5874500
101.440002,101.739998,100.400002,8762200
87.279999,87.849998,87.230003,1658600
10.76,10.8,10.31,104200
539.548645,540.466125,534.023865,1557800
90.190002,92.300003,89.800003,8549000
134.089996,134.089996,132.380005,1468200
72.192642,72.288261,70.949593,34600
89.309998,89.400002,88.879997,4549700
13.52,13.52,13.49,6100
49.369999,49.75,48.02,80371000
97.809998,98.910004,97.690002,3879300
47.334999,47.514999,46.880001,14235200
41.98,42.110001,41.57,3732600
84.919998,85.07,83.970001,1081300
23.92,24,23.75,62589000
38.810001,38.860001,38.57,13821900
74.79258,75.131004,73.482536,647700
167.779999,168.929993,167.089996,1228200
49.241848,49.325245,48.756634,3678600
55.790001,56.310001,55.110001,11142900
47.040001,47.23,46.580002,19270700
118.290001,118.410004,117.599998,13046400
15.75,15.79,15.6,110200
117.839996,118.830002,117.339996,6817700
11.99,12.02,11.9,10700
83.839996,84.099998,83.599998,1594100
60.21143,62.169998,60.107143,159608400
67.470001,67.5,65.610001,14597500
61.970001,62.5,61.919998,5515200
69.120003,69.279999,68.639999,10062700
32.060001,32.16,31.799999,4970700
9.34,10.16,9.06,126300
35,35.200001,34.709999,23560200
51.59,51.900002,51.34,1551200
42.290001,42.349998,42.139999,4995300
75.620003,75.620003,74.190002,5046000
73.349998,74.190002,72.209999,8360600
53.84,53.93,53.669998,2361300
68.980003,69.279999,68.82,1294000
154.289993,154.940002,153.380005,2349100
138.699997,138.899994,135.860001,3645500
42.580002,42.830002,42.470001,1456200
119.040001,119.699997,118.669998,2557600
66.760002,67.5,66.760002,90300
48.740002,48.959999,48.459999,20066700
118.540001,118.68,117.32,73900
78.209999,78.489998,77.330002,4118300
175.75,179.309998,175.020004,4620100
75.339996,76,75.089996,6227000
37.189999,37.189999,36.849998,6332100
116.110001,118.68,114.93,3477600
62.93,63.040001,62.220001,154000
34.27,34.759998,34.23,6986900
19.83,20.07,19.75,22083800
49.189999,49.560001,49.02,750300
32.279999,32.299999,31.83,27778500
71.800003,72.339996,71.610001,1880100
68.959999,69.25,67.75,9869700
96.559998,96.889999,96.260002,3524500
38.661896,39.745502,38.274181,3500
46.9674,47.232754,46.95982,2295800
95.580002,96.32,95.5,5481100
74.333931,74.433403,73.597855,3582800
59.740002,60,59.619999,1193800
14.29,14.47,14.21,104959000
131.990005,132.789993,131.990005,301000
79.25,81.239998,79.169998,36912400
34.919998,35.060001,34.880001,35661000
128.429993,129.059998,128.080002,11682700
46.439999,46.599998,46.110001,3381200
23.950001,24.190001,23.9,14091400
100.82,101.669998,100.650002,1313500
143.600006,143.880005,142.899994,18933400
194.240005,195,193.149994,1004500
217700,217930,216070,300
53.869999,55.849998,53.720001,6942600
102.239998,102.279999,101.5,27408200
42.450001,42.880001,42.360001,9622700
52.470001,52.630001,51.790001,16814300
41.07,41.23,40.790001,2743300
62.650002,62.779999,62.380001,597600
61.450001,62,61.060001,4124700
88.389999,89.489998,87.940002,15567700
84.730003,84.860001,84.029999,2527300
711.609985,716.440002,711.059998,697900
123.349998,123.839996,122.540001,1711300
65.199997,65.559998,64.860001,9048300
43.41,43.41,42.959999,687700
122.889999,122.900002,121.650002,6255000
42.919998,42.939999,42.220001,9369500
23.26,23.459999,23.219999,2397700
71.25,71.510002,70.529999,6202600
35.060001,35.23,34.66,28586900
22.809999,22.93,22.700001,1338300
48.650002,49.080002,48.330002,13193800
32.779999,32.919998,32.540001,2526100
94.25,94.669998,94.099998,3094800
1451.400024,1459.640015,1430,1177200
966.320007,969.659973,956.900024,714100
100.720001,102.110001,99.269997,3727400
33.5,33.580002,33.23,11246000
61.099998,61.810001,60.709999,19503800
50.73,50.77,49.93,1912900
44.25,44.459999,44.049999,1736200
69.879997,69.879997,69.279999,2848800
51.080002,51.119999,50.610001,24398000
27.879999,28.74,27.540001,4487100
45.470001,45.889999,45.360001,1511900
81.790001,82.110001,81.620003,8581400
110.260002,110.699997,109.57,6260600
73.070511,73.388931,72.645943,2731100
42.889999,43.040001,42.5,11909500
101.449997,101.959999,101.209999,3757800
79.209999,79.769997,79.110001,165300
33.009998,33.380001,32.970001,19957200
76.580002,77.07,76.370003,7733800
43.599998,43.619999,42.889999,2757100
127,127.940002,126.790001,307100
147.350006,148.380005,146.759995,3670500
91.75,93.400002,91.75,1008100
31.459999,31.620001,31.379999,12675500
